text,expected,predicted
"Для начала оштрафуют напоказ, а потом х...й забьют.",0.0,0.0
"ДНС эпповскую технику продает без навара, а айфоны очень часто в убыток, у четная цена во внутренней базе у них почти всегда на 800-1000 рублей выше цены в рознице. Раньше когда айфоны ввозили серые(это оригинальный настоящий айфон, просто куплен не у охеревшего российского дистриба за евры, а у добрых азиатов за доллары) их легко можно было палить по учетной цене.
",0.0,0.0
"блять скока быдла на харкаче за путина голосовал?
",1.0,1.0
"Вообще вполне логично, они не смогли её найти и потеряли - возместили, а тут нашлась машина и она их как бы, они за неё уже возместили.
",0.0,0.0
"Открываем список сетей. Если дело делается в городской квартире, а сетей 1-2шт, значит что-то тут не так, если видим кучу сетей, просто просим прицепиться к хозяйской, работает инет? Количество сетей порой сильно зависит от соседей. Я прекрасно помню те времена, когда моя вафля была единственной. В некоторых моделях ноутов (чаще в бюджетных) попадаются такие схемы адаптеров и антенн, которые работают, например, только на windows 8, а на 7 или 10 драйвер встает, но по факту функционирует только половина антенны (ну грубо говоря), как следствие, адаптер видит только те источники сигнала, которые лежат в упор к ноуту, при этом скорость интернета отсутствует. Такое бывает и не в бюджетных ноутах. Просто производителю главное поставить более бюджетную вафлю, чтоб сэкономить. Имхо, интеловская вафля будет лушче. Узнать можно, к примеру, обнаружив, что фактический пробег диска больше, чем возраст ноута. Если не военная тайна, то как? По часам работы ориентироватья? - Неработающий один разъем USB - ну, бывает... Имхо, это куда более критичный показатель. На древнем нетбуке я использую только один usb порт и уже 9 лет вопросов к нему нет. Или я что-то не так делаю? По мне покупка б у ноута ныне риск не оправдан, тк зная что сейчас продают под видом нового, то б у из этого, если пару лет проживёт, то чудо уже какое-то.
",0.0,0.0
"Ну перебьет тебе черт какой-нибудь позвоночник со спины чем-нибудь тяжёлым, станешь инвалидом на всю оставшуюся без возможности излечения, в таком случае, если виновный сядет - будет комфортно?
",1.0,0.0
"у мужчины потребность в сексе многократно больше но с разными женщинами
",0.0,0.0
"Не получается пока минус поставить,но я подожду.
",0.0,0.0
"А вертолеты подняли? В спортлото обратились? Конечно серьезное дело, не то что горящий автобус с 50 пассажирами куда приехал один наряд.
",0.0,0.0
"Вот поэтому они и снижают, а оптоволокно тоже тянут, но вообще немыслимые цены - из расчёта 25 тыщ за 100 метров столбы. И тут все на адсл сидят, а так тут всех не устраивает скорость(у кого 2-3 мбит), только никто не обращается.
",0.0,0.0
"Вот это действительно настоящий ужас!
",0.0,0.0
"Как это не прискорбно, в случае испанки сильный иммунитет оказался скорее проблемой, чем спасением, т.к. основная причина высокой смертности была вызванная вирусом реакция иммунитета, так называемый цитокиновый шторм. То есть атаковались клетки с находившимся в них вирусом, что приводило к быстрому разрушению воспалённых тканей лёгких и заполнению последних жидкостью, что также объясняет молниеносность и крайне высокую летальность заболевания именно среди молодых больных с крепким развитым иммунитетом.
",0.0,0.0
"Чищу, но это утро было, так что не успелось
",0.0,0.0
"За пару недель не отштукатурит в одно лицо. Не реал. Да и по материалам не вытянет на 200к. Ротбанд один стоит от 300р за мешок. Мешков 100 в новостройках как правило уходит минимум при ровных стенах и должной сноровке. На стяжку уйдёт пескобетона мешков 50 по цене от 80руб за мешок 30кг.
",0.0,0.0
"Не забыл, технически в Москве 6 аэропортов 4) Жуковский (Раменское) пока носит статус экспериментального объекта. Оттуда мало кто вылетает... в основном одна Ural Airlines 5) Остафьево (находится близ района Южный Бутово), раньше это был аэродром военного назначения. Позиционирует себя как аэропорт бизнес-авиации , поэтому о нем знают немногие(если Вы на частном самолете не летаете). 6) Чкаловский значится, как военный аэродром.
",0.0,0.0
"Весит больше 400 тонн, в ноют, что каждый кг важен и стоит дохрена денег, чтобы доставить.
",0.0,0.0
"Белые современные светодиоды в тепло перерабатывают где то 70 потребленной энергии, остальное в свет.
",0.0,1.0
"В лизании энного места советам, в стихах о проститутках или Мой х.й, как сюжет в легенде, переходит из уст в уста , или Гимн онанистов или его желание смотреть как умирают дети. Нашли, блин, великого поэта
",1.0,1.0
"Торгашка обыкновенная. Такие за свою выгоду и в жопу дадут и мать продадут
",1.0,1.0
"Новое фото в вк Болею, 37.7. Завтра должна снимать заключительную часть нового видео, сижу дома лечусь, попробую поправиться.
",0.0,0.0
"Современный клиент - это запросить sla 99,9 , когда никто такой обеспечить не может, получить откат от другой фирмы за контракт и обосраться на освоение бюджета...
",0.0,0.0
"но разве это не игра в бога? Например - мы не всегда знаем какие пороки с чем связаны, не знаем как исправление одной части гена повлияем на формирование всего организма ( хотя вроде бы какие-то исследования ведутся) , не знаем какие ошибки генов и развития влияют например не на один , а сразу ан несколько пороков. Или есть какие-то более точные данные и супер-новые исследования- или то что в посте описано вообще часть эксперимента?
",0.0,0.0
"И нулевая производительность изменится в разы. Ноль, умноженный на что-либо, дает ноль. Далее, у людей этого типа вообще нет мотивации к созидательной деятельности, и снаружи она не прививается. Они как выдавали нулевую производительность, так и будут. Мало того, еще и начнут считать, что заслужили ослабленный режим своим беспримерным трудом, ибо чем меньше человек делает, тем мощнее переоценивает собственный вклад в дело.
",0.0,0.0
"ААААААААЛООООООООООООООООООООООООЛ!!!!11111 Чё за нах баусраки?
",1.0,1.0
"И еще вопрос. Как удалить инфу о себе, если давно удалил страницу, а айди и имейл, на который регистрировал, не помнишь? Что писать в заявлении?
",1.0,0.0
"я разве отрицаю такое положение дел? Отнюдь, подчеркиваю именно классовую составляющую. Просто наша буржуазия отчетливо показывает именно классовое расслоение общества, без ретуши, как в передовых империалистических странах ЕС и их главой США (хотя уже даже и тут, при последнем выступлении Трамп проговорился о наличии классов в обществе, когда речь толкал об участии в следующих выборах президента свободной страны )
",0.0,0.0
"Название конечно интересное...
",0.0,0.0
"Проблема в том, что многие камеры сидят за серым IP, поэтому используется облако от производителя чаще всего для доступа к контенту в режиме реального времени.
",0.0,0.0
"они сильно косячили в эксплуатации,у американцев аварий в разы меньше.
",0.0,0.0
"Я так заплатил 2000 за обезболивание, но зуб так и не восстановил-стало плохо с сердцем(
",0.0,0.0
"Согласен на 100 , но как по мне вариант одеть свитер, куртку и прочее с длинным рукавом должен быть без снятия часов) А тут кожа с подкладом дала 4 - 4.5 мм, ремень 3 мм, плюс часы от 6 до 13 мм и получается бутерброд толщиной от 14 до 20 мм в районе часов и 7 - 8 мм по браслету.
",0.0,0.0
"Ну мне и не обязательно свежачок. С удовольствием слушаю и 2000ые, и более ранние) И не настолько я разбираюсь в целом. Даже вот слово Краст-панк для меня нечто новое. Рос в основном на более популярной в то время музыке: Металлика, Пантера, из менее попсового - Сайсайдал Тенденсес)
",0.0,0.0
"Да, вся страна ебашит на зарплатах меньше 50 тысяч и их все устраивает
",0.0,0.0
"Эх. Молодость вспомнил. Занимался дискотеками с 1984 года. Тогда голых сисек на сцене не было. А свет начинался с десятка фонарей и выключателей.
",0.0,0.0
"Лепишь, творишь, малюееешь
",0.0,1.0
"О, типичная яжемать что ли? Заказывай еду на дом, нанимай няню, думай. Дорого? Твои проблемы. Решение рожать было твоим. А вот подумать о неудобствах, которые ты создаешь своей коляской в магазинах, где и без того узкие проходы, у яжематери наверное вообще в голову не приходит? Интересно откуда такое мировоззрение берется у некоторых что им все должны?",1.0,1.0
"Клетка - это чат жопича начала 2015-го года, когда потоки собирали по 400 зрителей. Разве что галочек нет. Все разумисты и олды сидят там.
",0.0,0.0
Главное сохраняет морду лица,0.0,0.0
"Спасибо! Потому что предвзятость модераторов начинает напрягать - модерируют как бык поссал.
",1.0,0.0
"На колеровочном аппарате красный пигмент один из самых дорогих. Ведро 9 литров стоит 2500 плюс пигмент 5000.
",0.0,0.0
"Не знаю отчего Вы сделали такой вывод. Я с детства любил самолеты: у меня весь потолок в комнате был в моделях.И обслуживать их не умея и не думая как-то не получится.
",0.0,0.0
"31 год назад, я тоже подвергся такой операции. Что мне кололи и как резали ,детали сейчас уже слабо помню.Запомнилось другое. Резали меня в Бакинском окружном госпитале, на тот момент я был лейтенантом,лежал в офицерской палате.Кроме меня там было ещё три человека,прапорщики из местных.И каждый день к ним приходила родня и приносили еду.Азербайджанская кухня-вкусная,но главное сильно ароматная. Суть в том,что после операции нельзя есть,ибо потом захочется по большому. Не ел я три недели, первую неделю вообще сходил с ума......запахи у прапорщиков витали по палате:-)отдать им должное,мужики были порядочные и меня не под ебывали. 3 недели войны с собой.Пил чай и нечто вроде бульона госпитального. Все равно что то в организме скопилось,потянуло сходить на горшок. Это самый жуткий момент!Швы трещали,хруст стоял страшный! Потом была так сказать реабилитация,организм отвык от пищи,желудок сжался. Вспоминаю то время,аж мураши по коже. Прочитал этот пост,навеяло воспоминания.
",0.0,0.0
"Хакку надо смотреть в исполнени all blacks, вот там это действительно смотрится",0.0,0.0
Цветной отдел Петербуржца,0.0,1.0
"Нестрман на самом деле в жизни ведет себя как аутист, карлан и то лучше держался. Русские вперед!",0.0,0.0
"Не рой другому могилу.
",1.0,1.0
"Вывод: лишить человека права выёбывался после выхода на пенсию. А то эти черезмерно активные бабки заебывают слишком много кого.
",0.0,0.0
"Ну вот я в хитмана пытаюсь, там вроде все медленно, да размеренно. И управление более-менее не требует большого привыкания. Но час игры и блевать тянет",0.0,0.0
"на пикабу толпы восторженных хомячков радостно радовались минусуя всех не достаточно радостно радуюшихся и плюсуя галиматью типа вот китай смог, а в моем мухосранске ничо не меняется
",1.0,0.0
"мозги обезьян В какой-то части Китая - деликатес. Типа живой обезьяне срезают верхнюю часть черепушки и жрут мозги.
",1.0,0.0
"Не помню точно. Я где-то слышал, что кокосовое молоко - пшик, можно заменить водой. Если будете меня стращать тем, что свернётся - не свернется. Я его раз 20 готовил - было всё ок в 95 случаев.
",0.0,0.0
"Пашка на самом деле Денис Добровольский. Эт так, к слову.",0.0,1.0
"Да не жирный же Ну ок как тебе нравится: пухлый, рыхлый, толстый, обоготельный?
",1.0,1.0
"Не знаю где вы служили, но с первых дней первое ,что ты начинаешь это радиообмен,а дальше все зависит от командира,если он мудак ,то хрен даст за рога подержаться,а если нормальный ,то сразу начинает давать летать. С вводом в качестве квс тут согласен это та ещё лотерея ,лично я ввелся через три года это средний результат
",0.0,0.0
"У меня есть вопрос! Насколько хорошо держится краска на коже? Какая кожа лучше подходит для росписи? Краски акриловые? Спасибо!
",0.0,0.0
"К сожалению, у моего работодателя другая точка зрения на этот счет
",0.0,1.0
"Вонючий совковый скот прибежал и ноет. А вот и сторонник демократии и свободы слова закукарекал.
",1.0,1.0
"отсутствие твоего мозга
",1.0,1.0
"Хм... Логично.Тогда давай лучше будем загадывать загадки
",0.0,0.0
"Об этом пока слишком рано говорить. Пока что я задался целью дописать эту арку. А тут, мягко говоря, такое огромное сплетение разных историй, что только на рассказ каждой уйдет немало страниц. По крайней мере обещаю закончить первую арку, а там уже и поглядим. Немало зависит и от читателей.
",0.0,0.0
"Правильно, у рузке особый путь с духовностью и спидом как у негров, к черту этих белых идиотов, предлагаю всем русским обмазать себя углем чтобы не ассоциироваться с белыми. И правда, мы граничим, торгуем и путешествуем по белым странам, без которых бы эта страна превратилась в нищую помойку с технологиями уровня 19 века. Какие же ебаные дегенераты иногда открывают свой рот, уверен что ни у немцев, ни у поляков с французами даже и в мыслях нет зачем нам эти белые, мы не белые, особый путь кукареку , брысь отсюда дугинистское червеобразное.
",1.0,0.0
"неплохо, неплохо , но хоть в густом лесу то тентакли будут ?
",0.0,0.0
"Привет, я сходил уже буквально на 10 собеседований и готов писать книгу по ним ) на самом деле в моем случае я понял, что без знакомств на инженерную или проектировщика я не устроюсь. Друзья, знакомые кто окончил технический специальности устроились только благодаря связям. Не спорю что кто-то и сам устроился, но на рынке такой перегрев инженеров...
",0.0,0.0
"Нас сегодня собрали, хлопцев 30, и поздравили Кофе Nescafe Подарочный набор , и пораньше отпустили с работы.",0.0,0.0
"нет привычки гавкать в ответ собаке
",1.0,0.0
"а как понять что тема впихнута где надо и наоборот?
",0.0,0.0
"Позвольте узнать, скольких детей вы воспитали, дабы утверждать, что ребенок - это примитивный и легко предсказуемый алгоритм, в котором нельзя - значит нельзя? Удобно все и всегда на воспитание спихивать, вроде я ничего в жизни не добился, но не потому что я нихера делать не хочу, а потому что меня так воспитали, моей вины в этом вообще нет. И родители не виноваты, их тоже так воспитали. Адам с Евой всю ответственность несут, а мы так, по течению плывем. Значит люди, которые имеют проблемы с алкоголем - быдло. Люди, дети которых причинили любой вред чужой собственности - быдло. Но может тогда и люди, которые перестают следить за своим здоровьем и мало двигаются - быдло, ведь они тоже осознают риски? Люди, которые вместо саморазвития приходят домой и смотрят сериальчики, просто потому что им лень что-то делать еще, они тоже быдло, ведь разница с алкоголиками в способе отдохнуть, структурно никакой разницы? Но тогда логичный вопрос, а есть ли НЕ быдло на нашей планете?
",0.0,0.0
"Обычная строительная страховка тех лет. Пояс и цепь. Довольно надёжная система.
",0.0,0.0
"А кто шарит поч удалили ролик? Мб есть перезалив?
",1.0,0.0
"Брехня какая-то. Что-то мне кажется, гинеколог не будет своему коллеге говорить дурак .
",1.0,0.0
"За ВСЕ коммунальные услуги, кроме оприборенных (например - вода по счетчику), плата рассчитывается по жилищному кодексу согласно количеству квадратных метров квартиры. Количество прописанных ни на что не влияет.
",0.0,0.0
"Семизначная сумма хоть и предел мечтаний большинства, но сама по себе ниочем, максимум жалкие 150 000 даже на средненькое жилье в ДС не хватит.
",0.0,0.0
"Да нету там никакой альтернативщины, ничего такого Глуховский не придумывал. Первая книга была неплохим постапокалипсом, вторая странной писаниной, а потом автору на волне украинских событий, тугой струёй либерастической мочи окончательно сдуло голову. Что говорить про игры - далеко от сюжета книг, но недалеко от маразма. Вспомните хотя бы трейлер ко второй части, где блять солдаты в шинелях до пяток, и где люди - аки беженцы в первую мировую несутся тупым стадом. Никого не смущало тогда. С чего вдруг сейчас жопы гореть стали?!
",0.0,0.0
"А вот был бы чат не тупой, были бы в курсе. Если бы чат не был овощебазой, они б не стали такой жир воспринимать на полном серьёзе",1.0,0.0
"Это очень странно, что на ответственной должности работая за границей, возможно вдали от семьи, зарплата скромная. Запланированные регулярные поездки на родину домой в любом случае должны быть. Понятно, что пару часов обычно в эконом классе летают. Похоже, у них там не уважают и не заботятся о своих сотрудниках. У меня, обычного инженера, условия на порядок лучше. Машина вообще не показатель - он может быть миллионером и всё же ездить на старой машине, потому что для него это средство передвижения и не более.
",0.0,0.0
"Так я разчехлил, модератор кинь фоточку модератора девушки.
",0.0,0.0
"Столько рейтинга, не знаю куда его девать.
",0.0,1.0
"олигарх коломойский мне нравится больше, чем олигарх порошенко или олигарх ахметов Я смотрю хохлов нормально так задрочили, что они уже выбор между олигархами считают нормой. И даже властью народа, лол
",1.0,0.0
"Истина в том, что это кружка для чая, а не для вина.
",0.0,0.0
"Как можно так скучно и бесплезно излагать на интересную тему. Потратил 5 минут и моя нейронная сеть все проиндуцировала - видео пустовато.
",0.0,0.0
"Где я обосрался? Дебиля уже бургер кинг пиарит и школьники повторяют чи да? ? А дрожжин что? КТо он такой? Залупается лишь то на озона, то на биля.
",1.0,0.0
"Вот и я удивился. А Ваши посты всегда радуют глаз, как можно пропустить...
",0.0,0.0
"Прокурором, судьей, ментом и прочей ....
",1.0,1.0
"Конечно же из-за одного - двух детей будут переделывать расписание :
",0.0,1.0
"Ээээ, вроде бы прон просили а не это...
",0.0,0.0
"Бела в том, что некоторые прививки для того и созданы, чтобы в странах 3-го мира было меньше потомства. Бесплатный сыр бывает только в мышеловке.
",0.0,0.0
"А так? передОхнет передохнЕт
",1.0,0.0
"Уважаемый, нужно внимательно читать описание товара!
",0.0,0.0
"У тебя в домашке мало букв, а мне надо много.
",0.0,1.0
"Русских придумали евреи что бы отобрать у тебя горилку, знаем.
",1.0,1.0
"Жечь живьём вас скоро блядей антироссийских будет, рвать на куски.
",1.0,0.0
"О! Проход в хохлы на 14 посте, что то поздновато, не проснулись ещё, понимаю.
",1.0,1.0
"Так то да, но забитый канал выглядит именно так - не проходят udp пакеты, и не резолвится сервер. Так что, что вы имеется под соединение рвёт - большой вопрос.
",0.0,0.0
"Вопрос по поводу уменьшения дофаминовых рецепторов: насколько я знаю логика такова - дофамина (в данном случае) выделяется много и часто, мозг реагирует увеличением количества рецепторов к ним, отсюда падение чувствительности к дофамину. Почему их становится меньше?
",0.0,0.0
"Я о том, что все твердят о том, что нужно знать историю, чтобы не повторять ошибок прошлого, но никто в результате на ней не учится. Правые мне ближе, но не в этом деле. Я нейтрально отношусь к левым, но не к тем, кто пытается выехать на ностальгии по СССР, продвигая свои интересы. Народ недоволен, партии знают, куда давить. Что в итоге получится? Вряд ли что-то хорошее
",0.0,0.0
"Что она у тебя такая жирная? На шаверму её готовишь?
",0.0,1.0
"Что тут у нас, снова перевод стрелок? переводит стрелки Чёт в голос с русачка
",1.0,1.0
"Зависящий от БаристЫ блеать.... БаристА - м. р. ед. ч.
",1.0,0.0
"Полгода-год назад где-то. Никто не знает.
",0.0,0.0
"как лебиртарианцы могут быть против ограничения свободы Даже не знаю.
",0.0,0.0
"Точно-точно!как интересно с двумя детьми можно сидеть и жалеть себя целыми днями
",0.0,0.0
"Привет из гетто - с Чуркина!
",1.0,1.0
"Вот до чего маняме малолетних долбоебов доводит
",1.0,0.0
"Нахуй иди, щенок. мимо нульчер 2010
",1.0,1.0
"Вы угадали. С аккредитацией было бы все в порядке при старом начальнике или хотя бы если с умом подойти к делу. Как до этого 30 лет работала и развивалась лаборатория
",0.0,0.0
"У меня жена в машине на ходу (на пассажирском месте) красится. Но нижние ресницы у нее хорошо получаются только на светофоре.
",0.0,0.0
"они купили место под парковку? со всеми там бумагами разрешениями и прочей фигней? надо это узнать наверно
",0.0,0.0
"Получается здорово!!! Интересный процесс!) С нетерпением жду завершения!)
",0.0,0.0
"Вот и молодец. Лишь бы остальные хохлы заднюю не включили.
",1.0,0.0
"Развода по рунету очень много. Нужно пробивать сайты отдельно - когда зарегистрирован, кем, где и тд. Настоятельно советую, перед тем как, кому-то что-то то дать , убедиться в получении услуги и понимать кто больше заинтересован из вас . Может звучу как кэп , Но меня можно развести только с моего согласия. Жду первого кидка буду учиться дальше! Всем удачи и больше честных людей в жизни.
",0.0,0.0
"Вангую, у твоего папы не было явы )
",1.0,0.0
"Так, чисто поржать, ибо пьян.. 1. Ничего личного .. то есть - выложить скрин моего аккаунта с пометкой латентный гомосексуалист - это - ничего личного? 2. Просто пруфы предоставляйте .. не буду, потому что лень. На правоту не претендую. Кому не нравится, может привести антипруф, или поставить минус и идти дальше. 3. Извинюсь. Даже не вопрос. Если был неправ .. (тут я немного грамматические ошибки поправил, но не суть.. сам пренебрегаю заглавными буквами, ибо пишу с телефона ..) а. Ценю попытку извиниться, не каждый на это способен.. но: б. Если был неправ .. то есть пикабушник, зная меня только по моим постам, сделал вполне конкретный вывод, что я латентный гомосексуалист , о чём не преминул известить всё сообщество.. и понял, что не прав, только после того, как получил но носу (согласно правилам пикабу), соизволил извиниться?.. Тут я устал.. P.S. Вижу у моего оппонента высокий рейтинг и кучу постов.. попозже ознакомлюсь с ними и дам некоторый анализ этого персонажа.. (или не дам, ибо это по настроению и вдохновению.., ничего личного..)))",0.0,0.0
"Все верно. У тех, у кого отобрали лицензии не могут работать под этим юр. лицом иметь соответственно офисы. Но они могут дальше предлагать услуги в интернете. Это все же никак не запрещено в рамках допустимого конечно. С рекламой только сложности, но и тут есть обходные пути. Сам много лет в этой сфере и хорошо знаком со всей подноготной.
",0.0,0.0
"Россети производством не занимаются, передача электроэнергии, иследования, но не производство.
",0.0,0.0
"Это 35 часов езды на вело без остановки. Я не представляю что будет с организмом.
",0.0,0.0
"Б-А-Р-Н-А-У-Л АЛТАЙСКИЙ КРАЙ
",1.0,1.0
"Ну у вас там один хер нет никакой экологии, какая назуй разница будем посмотреть Ты еврей чтоли?
",1.0,1.0
"судя по одинаковому возрасту зрителей скорее студенческая инсценировка
",0.0,0.0
"Лол, совковая пидораха полыхает, но аргументов кроме ДА ВЫ ЖЫ НИЧИГО НИ ПАНИМАИТИ не принес. Рашка сейчас - это совок, который воюет с другими странами (привет, Афганистан), экономика катится в жопу (привет, дефицит), запрещает иностранные товары (привет, совковые пидорахи, готовые дать в жопу за джинсы), и все это на фоне политического болота (привет, Леонид Ильич)
",1.0,0.0
"Рафик Соколов не в чем не виноват? Герои войны не могут быть преступниками? Я вас правильно понял? Он дал показания на всех кого мог. Он не был политиком. Для власти он был никем . И опасности не представлял. Только как крупный коррупционер. Дело полностью расследовалось КГБ без привлечения милиции, быстро разрослось и породило каскад уголовных дел вокруг всей системы московской торговли, в результате было привлечено к уголовной ответственности более 15 тыс. человек, а 174 чиновника арестованы по обвинениям во взяточничестве и хищении госимущества.
",1.0,0.0
"Насколько я знаю в подобном обвесе только этот автомобиль
",0.0,0.0
"Во Франции 1000 евро 74830 руб., в Швеции у мужчин - 14000 шв.крон. - по курсу 98112 руб. Но в Европе примерно треть пенсии - собственные накопления. И налоги с пенсионеров немаленькие.
",0.0,0.0
"Это говорит о том что не исправен мотор ,если мотор исправен он работает тише современного холодильника.
",0.0,0.0
"Да бл..ь!!! Теперь я точно не стану досматривать этот сериал!
",1.0,1.0
"Интересно, на каком пробеге перебирают двигатель ?
",0.0,0.0
"Добавьте тег политика в связи с новыми правилами.
",0.0,0.0
"У нас компания, обслуживающая домофон никак не связана с управляющей компанией.
",0.0,0.0
"Берется средняя русская культура, всё условно-хорошее выпаривается, как суп в пасте про батю, остаётся пидораший концентрат, потом для вязкости добавляется хохляцкий менталитет, а в финале - хачёвский майонез. Можно жрать и приговаривать шёпотом ух, бля, кубанойды .",1.0,0.0
"У нас дома две коробки из-под обуви. Куда сдавать? Подскажите,пожалуйста!
",0.0,0.0
"Он и Глобу вспомнил. У Женички обострение победодефицита?
",1.0,1.0
"я думал они его сжечь попытались, а потом потушить путем утопления
",1.0,1.0
"Я не желаю здравия криворуким, что не могут тег 23 февраля поставить. Заебали уже, поздравлялы херовы
",1.0,0.0
"А зачем рожать (или родиться), если может вырасти долбоёб?
",1.0,0.0
"Засунь бабаху себе в рот..
",1.0,1.0
"Для портретов реально нужен зум. Через него (полтинник на кропе) привычный взгляд. Вот как глазами смотришь, только вырезанный квадратик небольшой этого изображения. Эффектно размывается боке. В тесной комнате от него толку немного, однако если пространство позволяет отойти - шикарное стекло. Зум уже придумали в смартфонах. Осталось победить размер матрицы. Хотя бы дюймовую.
",0.0,0.0
"да там много забавного в Татарстане Вместе с тем активист Бессрочки из Набережных Челнов Василь Тарасов в беседе с Idel.Реалии выразил сомнение, что акцию провели именно активисты Бессрочного протеста . Я не знаю, кто именно провел эту акцию. Сомневаюсь, что ее провели знакомые мне активисты, сказал Тарасов.
",0.0,0.0
"Я, конечно, понимаю, что там сейчас безопасно в тех частях, где работают люди... Но блин! Объявление о сокращении срока своей жизни из-за курения... На ЧАЭС?! Серьёзно? Окажись я там, из всех окружающих факторов, о курении я бы меньше всего думал, как о сокращающем срок жизни .
",0.0,0.0
"По закону, корабли имеют право проходить через прибрежную зону другой страны, если ее власти не ввели специальный запрет. ФСБ утверждает, что предупреждала украинские корабли о запрете, но документы этого не подтверждают. Если 25 ноября никаких запретов не было, украинские корабли могли заходить в 12-мильную зону у Крыма, и пограничники не должны были их за это задерживать. Так, согласно статьям 21 и 22 Конвенции прибрежное государство в случае необходимости и с учетом безопасности судоходства может потребовать от иностранных судов (кораблей) Теперь переходим к статьям 21 и 22(тут вы скорее всего ошиблись так как россия ссылается на статьи 19 и 21), тут двоякий ответ с одной стороны: Однако правила пересечения морской границы отличаются от правил, которые действуют на суше. Согласно статьям 17 и 18 Конвенции ООН по морскому праву, любое судно имеет право на мирный проход через территориальное море другого государства, причем без предварительного предупреждения. Статьи 19 и 21, на которые ссылается Россия, как раз содержат правила мирного прохода. Главное судно должно следовать непрерывно и быстро , не заходить в порты и не вставать на якорь, не вести рыбную ловлю, не проводить учения с применением оружия и не должно совершать любой акт пропаганды, имеющий целью посягательство на оборону или безопасность прибрежного государства . И да вы можете запретить любому кораблю проплывать в свою акваторию, но это должен передать не сторожевой корабль не прапорщик с лодки прокричать а цитирую Прибрежное государство действительно может временно приостанавливать мирные проходы через часть своего территориального моря, но такое решение вступает в силу только после его должного опубликования . В Извещениях для мореплавателей И если углубиться ещё чуть глубже то: Украина утверждает, что отправила уведомление о проходе кораблей и что диспетчерская служба порта отказалась обеспечить право свободы судоходства, гарантированное международными соглашениями . И вот тут то и возникает вопрос с одной стороны право на свободный проход гарантирует проход и россия не могла его запретить. С другой было ли отправлено это уведомление или нет мы не узнаем украина говорит что отправила россия говорит что не получала. Если выясниться что украина отправила но получила отказ тогда проблемы у россии. Если выясниться что она не отправляла то проблемы у Украины. Но если это была провокация то она естественно отправила такое уведомление и прошла по договору от 24.12.2003. Так как согласно этому договору они могут пройти без уведомления.
",0.0,0.0
